image_id,roi_grid_label,manual_grid_label,final_grid_label,final_grid_label_source
693440d3d9ad5d97847a299c,no_grid,,no_grid,predicted_non_grid_rule
69344117d9ad5d97847a299f,no_grid,no_grid,no_grid,manual_label
69344177d9ad5d97847a29a2,no_grid,,no_grid,predicted_non_grid_rule
693441b2d9ad5d97847a29a5,uncertain,,no_grid,predicted_non_grid_rule
693441efd9ad5d97847a29a8,no_grid,,no_grid,predicted_non_grid_rule
69347aedd9ad5d97847a29ab,no_grid,,no_grid,predicted_non_grid_rule
6934833fd9ad5d97847a29af,no_grid,,no_grid,predicted_non_grid_rule
69349601d9ad5d97847a29b2,no_grid,,no_grid,predicted_non_grid_rule
69384715d9ad5d97847a29bf,uncertain,,no_grid,predicted_non_grid_rule
6947d9cbd9ad5d97847a29f4,no_grid,,no_grid,predicted_non_grid_rule
69720450d9ad5d97847a2a53,uncertain,,no_grid,predicted_non_grid_rule
69720603d9ad5d97847a2a56,no_grid,,no_grid,predicted_non_grid_rule
697206f0d9ad5d97847a2a59,uncertain,,no_grid,predicted_non_grid_rule
6972071bd9ad5d97847a2a5b,uncertain,,no_grid,predicted_non_grid_rule
6972074fd9ad5d97847a2a5d,uncertain,,no_grid,predicted_non_grid_rule
69720794d9ad5d97847a2a60,no_grid,,no_grid,predicted_non_grid_rule
697207b3d9ad5d97847a2a62,no_grid,,no_grid,predicted_non_grid_rule
697207d6d9ad5d97847a2a64,no_grid,,no_grid,predicted_non_grid_rule
6972080dd9ad5d97847a2a67,no_grid,,no_grid,predicted_non_grid_rule
6972080fd9ad5d97847a2a69,no_grid,,no_grid,predicted_non_grid_rule
69720871d9ad5d97847a2a6b,uncertain,,no_grid,predicted_non_grid_rule
69721145d9ad5d97847a2a72,no_grid,,no_grid,predicted_non_grid_rule
697213b7d9ad5d97847a2a75,no_grid,,no_grid,predicted_non_grid_rule
697213eed9ad5d97847a2a77,no_grid,,no_grid,predicted_non_grid_rule
6972141dd9ad5d97847a2a79,no_grid,,no_grid,predicted_non_grid_rule
6972146cd9ad5d97847a2a7b,no_grid,,no_grid,predicted_non_grid_rule
697214a1d9ad5d97847a2a7d,uncertain,,no_grid,predicted_non_grid_rule
69721502d9ad5d97847a2a80,uncertain,,no_grid,predicted_non_grid_rule
69721bbed9ad5d97847a2a88,grid,,grid,predicted_grid
69721c26d9ad5d97847a2a8a,uncertain,,no_grid,predicted_non_grid_rule
69721c4ed9ad5d97847a2a8c,grid,,grid,predicted_grid
69721c86d9ad5d97847a2a90,uncertain,,no_grid,predicted_non_grid_rule
69721c88d9ad5d97847a2a92,no_grid,,no_grid,predicted_non_grid_rule
69721ce2d9ad5d97847a2a94,grid,,grid,predicted_grid
69721da9d9ad5d97847a2a98,grid,,grid,predicted_grid
69721dd6d9ad5d97847a2a9a,no_grid,,no_grid,predicted_non_grid_rule
69721dd9d9ad5d97847a2a9c,uncertain,,no_grid,predicted_non_grid_rule
69721e79d9ad5d97847a2aa0,no_grid,,no_grid,predicted_non_grid_rule
69721e96d9ad5d97847a2aa2,grid,,grid,predicted_grid
697249bfd9ad5d97847a2aaa,uncertain,,no_grid,predicted_non_grid_rule
69724a8dd9ad5d97847a2aad,uncertain,,no_grid,predicted_non_grid_rule
69724ad0d9ad5d97847a2ab0,no_grid,,no_grid,predicted_non_grid_rule
69724b2dd9ad5d97847a2ab3,uncertain,,no_grid,predicted_non_grid_rule
6972fd7dd9ad5d97847a2ab7,no_grid,,no_grid,predicted_non_grid_rule
6972fe02d9ad5d97847a2aba,uncertain,,no_grid,predicted_non_grid_rule
6972fea8d9ad5d97847a2abd,no_grid,,no_grid,predicted_non_grid_rule
69732388d9ad5d97847a2ac1,no_grid,,no_grid,predicted_non_grid_rule
69733c21d9ad5d97847a2ac3,uncertain,,no_grid,predicted_non_grid_rule
69733dd9d9ad5d97847a2ac8,uncertain,,no_grid,predicted_non_grid_rule
6973407bd9ad5d97847a2acb,no_grid,,no_grid,predicted_non_grid_rule
6973427ed9ad5d97847a2acd,no_grid,,no_grid,predicted_non_grid_rule
697342b2d9ad5d97847a2acf,no_grid,,no_grid,predicted_non_grid_rule
6973447ad9ad5d97847a2ad2,no_grid,no_grid,no_grid,manual_label
6973467bd9ad5d97847a2ad5,uncertain,,no_grid,predicted_non_grid_rule
69765e3fd9ad5d97847a2ae2,uncertain,,no_grid,predicted_non_grid_rule
69765ef0d9ad5d97847a2ae5,no_grid,,no_grid,predicted_non_grid_rule
69772bd9d9ad5d97847a2aea,no_grid,,no_grid,predicted_non_grid_rule
69772c8bd9ad5d97847a2aed,no_grid,,no_grid,predicted_non_grid_rule
69772d68d9ad5d97847a2af0,uncertain,,no_grid,predicted_non_grid_rule
69772e2fd9ad5d97847a2af3,uncertain,,no_grid,predicted_non_grid_rule
6977b8a0d9ad5d97847a2b00,uncertain,no_grid,no_grid,manual_label
697c6e89d9ad5d97847a2b1c,uncertain,,no_grid,predicted_non_grid_rule
698095fdd9ad5d97847a2b2b,no_grid,,no_grid,predicted_non_grid_rule
6980c91ad9ad5d97847a2b31,no_grid,,no_grid,predicted_non_grid_rule
6980c9efd9ad5d97847a2b34,no_grid,,no_grid,predicted_non_grid_rule
6984c164d9ad5d97847a2b44,no_grid,,no_grid,predicted_non_grid_rule
6984c21ed9ad5d97847a2b47,no_grid,,no_grid,predicted_non_grid_rule
6985abebd9ad5d97847a2b50,no_grid,,no_grid,predicted_non_grid_rule
6985ac55d9ad5d97847a2b53,uncertain,,no_grid,predicted_non_grid_rule
69884ef8d9ad5d97847a2b5e,no_grid,,no_grid,predicted_non_grid_rule
69885026d9ad5d97847a2b60,uncertain,no_grid,no_grid,manual_label
698850e1d9ad5d97847a2b63,no_grid,,no_grid,predicted_non_grid_rule
69885174d9ad5d97847a2b65,uncertain,,no_grid,predicted_non_grid_rule
69885275d9ad5d97847a2b67,uncertain,,no_grid,predicted_non_grid_rule
69885474d9ad5d97847a2b69,uncertain,,no_grid,predicted_non_grid_rule
69885612d9ad5d97847a2b6b,grid,,grid,predicted_grid
69885728d9ad5d97847a2b6d,uncertain,,no_grid,predicted_non_grid_rule
698857f0d9ad5d97847a2b6f,uncertain,,no_grid,predicted_non_grid_rule
698858aad9ad5d97847a2b71,uncertain,,no_grid,predicted_non_grid_rule
69885956d9ad5d97847a2b73,uncertain,,no_grid,predicted_non_grid_rule
69885a2cd9ad5d97847a2b75,grid,,grid,predicted_grid
69885b91d9ad5d97847a2b77,uncertain,no_grid,no_grid,manual_label
69885c70d9ad5d97847a2b79,uncertain,,no_grid,predicted_non_grid_rule
6989c8a2d9ad5d97847a2b82,no_grid,,no_grid,predicted_non_grid_rule
6989c97fd9ad5d97847a2b86,no_grid,,no_grid,predicted_non_grid_rule
6989c9d9d9ad5d97847a2b88,no_grid,,no_grid,predicted_non_grid_rule
6989c9dcd9ad5d97847a2b8a,no_grid,,no_grid,predicted_non_grid_rule
6989ca90d9ad5d97847a2b90,no_grid,,no_grid,predicted_non_grid_rule
6989caadd9ad5d97847a2b92,no_grid,,no_grid,predicted_non_grid_rule
6989caf0d9ad5d97847a2b95,no_grid,,no_grid,predicted_non_grid_rule
6989cbb2d9ad5d97847a2b98,uncertain,,no_grid,predicted_non_grid_rule
6989cc16d9ad5d97847a2b9b,no_grid,,no_grid,predicted_non_grid_rule
6989cc1cd9ad5d97847a2b9d,uncertain,,no_grid,predicted_non_grid_rule
6989cf0fd9ad5d97847a2ba1,uncertain,,no_grid,predicted_non_grid_rule
6989cf82d9ad5d97847a2ba4,uncertain,,no_grid,predicted_non_grid_rule
698c592cd9ad5d97847a2bc9,no_grid,,no_grid,predicted_non_grid_rule
69965222d9ad5d97847a2be6,no_grid,,no_grid,predicted_non_grid_rule
69965235d9ad5d97847a2be9,no_grid,,no_grid,predicted_non_grid_rule
69965294d9ad5d97847a2bec,no_grid,,no_grid,predicted_non_grid_rule
69974007d9ad5d97847a2bf1,no_grid,,no_grid,predicted_non_grid_rule
6997401bd9ad5d97847a2bf3,no_grid,,no_grid,predicted_non_grid_rule
69982157d9ad5d97847a2bfd,uncertain,,no_grid,predicted_non_grid_rule
69982204d9ad5d97847a2c00,no_grid,,no_grid,predicted_non_grid_rule
6998225fd9ad5d97847a2c03,no_grid,,no_grid,predicted_non_grid_rule
69982271d9ad5d97847a2c05,uncertain,,no_grid,predicted_non_grid_rule
699eed1ed9ad5d97847a2c1e,uncertain,,no_grid,predicted_non_grid_rule
69a15879d9ad5d97847a2c28,no_grid,,no_grid,predicted_non_grid_rule
69a19b00d9ad5d97847a2c31,no_grid,,no_grid,predicted_non_grid_rule
69a19c3ed9ad5d97847a2c34,uncertain,,no_grid,predicted_non_grid_rule
69a1e3c2d9ad5d97847a2c41,grid,,grid,predicted_grid
69a1e44ed9ad5d97847a2c43,uncertain,,no_grid,predicted_non_grid_rule
69a1e4cbd9ad5d97847a2c45,no_grid,,no_grid,predicted_non_grid_rule
69a5862ad9ad5d97847a2c50,uncertain,,no_grid,predicted_non_grid_rule
69a5c2e2d9ad5d97847a2c53,uncertain,,no_grid,predicted_non_grid_rule
69a699a3d9ad5d97847a2c58,no_grid,,no_grid,predicted_non_grid_rule
69a69b14d9ad5d97847a2c5b,no_grid,,no_grid,predicted_non_grid_rule
69a6ece1d9ad5d97847a2c5d,grid,,grid,predicted_grid
69a85b0ed9ad5d97847a2c67,uncertain,,no_grid,predicted_non_grid_rule
69a85f63d9ad5d97847a2c6a,uncertain,,no_grid,predicted_non_grid_rule
69a8658cd9ad5d97847a2c6c,no_grid,,no_grid,predicted_non_grid_rule
69a88215d9ad5d97847a2c6f,grid,,grid,predicted_grid
69a88292d9ad5d97847a2c72,uncertain,,no_grid,predicted_non_grid_rule
69a89a29d9ad5d97847a2c77,uncertain,,no_grid,predicted_non_grid_rule
69a89bc5d9ad5d97847a2c79,uncertain,,no_grid,predicted_non_grid_rule
69a89c2fd9ad5d97847a2c7b,grid,,grid,predicted_grid
69a94d6cd9ad5d97847a2c7e,no_grid,,no_grid,predicted_non_grid_rule
69a9568fd9ad5d97847a2c81,no_grid,,no_grid,predicted_non_grid_rule
69a9579ed9ad5d97847a2c84,uncertain,,no_grid,predicted_non_grid_rule
69a9581dd9ad5d97847a2c87,uncertain,,no_grid,predicted_non_grid_rule
69a9588ad9ad5d97847a2c8a,no_grid,,no_grid,predicted_non_grid_rule
69a95926d9ad5d97847a2c8d,no_grid,,no_grid,predicted_non_grid_rule
69a95992d9ad5d97847a2c90,uncertain,,no_grid,predicted_non_grid_rule
69a959f2d9ad5d97847a2c93,grid,,grid,predicted_grid
69a96614d9ad5d97847a2c95,uncertain,,no_grid,predicted_non_grid_rule
69a969eed9ad5d97847a2c97,grid,,grid,predicted_grid
69a97eabd9ad5d97847a2c9c,grid,,grid,predicted_grid
69a98e0dd9ad5d97847a2c9e,no_grid,,no_grid,predicted_non_grid_rule
69a98e81d9ad5d97847a2ca1,no_grid,,no_grid,predicted_non_grid_rule
69a99290d9ad5d97847a2ca4,uncertain,,no_grid,predicted_non_grid_rule
69a99fc6d9ad5d97847a2ca6,grid,,grid,predicted_grid
69a9a083d9ad5d97847a2ca9,grid,,grid,predicted_grid
69a9aa6ed9ad5d97847a2cab,uncertain,,no_grid,predicted_non_grid_rule
69a9c690d9ad5d97847a2cae,grid,,grid,predicted_grid
69a9c775d9ad5d97847a2cb2,grid,,grid,predicted_grid
69aa0c6ed9ad5d97847a2cb5,uncertain,,no_grid,predicted_non_grid_rule
69aa0fcfd9ad5d97847a2cb8,no_grid,,no_grid,predicted_non_grid_rule
69aa1178d9ad5d97847a2cbb,no_grid,,no_grid,predicted_non_grid_rule
69aa12eed9ad5d97847a2cbe,no_grid,,no_grid,predicted_non_grid_rule
69aa7e63d9ad5d97847a2cc2,grid,,grid,predicted_grid
69aa8154d9ad5d97847a2cc5,no_grid,,no_grid,predicted_non_grid_rule
69aa81e3d9ad5d97847a2cc7,no_grid,,no_grid,predicted_non_grid_rule
69aa8218d9ad5d97847a2cc9,uncertain,,no_grid,predicted_non_grid_rule
69aa8282d9ad5d97847a2ccb,uncertain,,no_grid,predicted_non_grid_rule
69aa82dcd9ad5d97847a2ccd,uncertain,,no_grid,predicted_non_grid_rule
69aa8325d9ad5d97847a2cd0,uncertain,,no_grid,predicted_non_grid_rule
69aa8342d9ad5d97847a2cd2,uncertain,,no_grid,predicted_non_grid_rule
69aa8357d9ad5d97847a2cd4,uncertain,,no_grid,predicted_non_grid_rule
69aa835dd9ad5d97847a2cd6,grid,,grid,predicted_grid
69aa83a0d9ad5d97847a2cd8,no_grid,,no_grid,predicted_non_grid_rule
69aa83d1d9ad5d97847a2cda,uncertain,,no_grid,predicted_non_grid_rule
69aa84bcd9ad5d97847a2cdc,grid,,grid,predicted_grid
69aa84e9d9ad5d97847a2cde,grid,,grid,predicted_grid
69aa8530d9ad5d97847a2ce0,uncertain,,no_grid,predicted_non_grid_rule
69aa858dd9ad5d97847a2ce2,uncertain,,no_grid,predicted_non_grid_rule
69aa85f5d9ad5d97847a2ce4,no_grid,,no_grid,predicted_non_grid_rule
69aa891cd9ad5d97847a2ce8,uncertain,,no_grid,predicted_non_grid_rule
69aa8b67d9ad5d97847a2cea,grid,,grid,predicted_grid
69aaac33d9ad5d97847a2ced,no_grid,,no_grid,predicted_non_grid_rule
69aaac8cd9ad5d97847a2cf0,no_grid,,no_grid,predicted_non_grid_rule
69aacb23d9ad5d97847a2cf3,no_grid,,no_grid,predicted_non_grid_rule
69aacc1fd9ad5d97847a2cf6,no_grid,,no_grid,predicted_non_grid_rule
69aafae3d9ad5d97847a2cfa,uncertain,,no_grid,predicted_non_grid_rule
69aafc2fd9ad5d97847a2cfc,no_grid,,no_grid,predicted_non_grid_rule
69aafc79d9ad5d97847a2cfe,no_grid,,no_grid,predicted_non_grid_rule
69ab0e0fd9ad5d97847a2d05,uncertain,,no_grid,predicted_non_grid_rule
69ab2d76d9ad5d97847a2d0a,no_grid,,no_grid,predicted_non_grid_rule
69ab2e0dd9ad5d97847a2d0d,no_grid,,no_grid,predicted_non_grid_rule
69ab2e77d9ad5d97847a2d10,no_grid,,no_grid,predicted_non_grid_rule
69ab33ded9ad5d97847a2d13,no_grid,,no_grid,predicted_non_grid_rule
69ab3443d9ad5d97847a2d16,no_grid,,no_grid,predicted_non_grid_rule
69ab3493d9ad5d97847a2d19,no_grid,,no_grid,predicted_non_grid_rule
69ab34f4d9ad5d97847a2d1c,uncertain,,no_grid,predicted_non_grid_rule
69ab355ad9ad5d97847a2d1f,uncertain,,no_grid,predicted_non_grid_rule
69ab35e4d9ad5d97847a2d22,uncertain,,no_grid,predicted_non_grid_rule
69ab5abfd9ad5d97847a2d24,uncertain,,no_grid,predicted_non_grid_rule
69abe263d9ad5d97847a2d26,uncertain,,no_grid,predicted_non_grid_rule
69abe319d9ad5d97847a2d28,no_grid,,no_grid,predicted_non_grid_rule
69abe42fd9ad5d97847a2d2a,grid,,grid,predicted_grid
69abfd6cd9ad5d97847a2d2f,grid,,grid,predicted_grid
69abff01d9ad5d97847a2d36,no_grid,,no_grid,predicted_non_grid_rule
69abffc8d9ad5d97847a2d3b,no_grid,,no_grid,predicted_non_grid_rule
69abffedd9ad5d97847a2d3d,grid,,grid,predicted_grid
69ac0043d9ad5d97847a2d3f,no_grid,,no_grid,predicted_non_grid_rule
69ac0113d9ad5d97847a2d41,no_grid,,no_grid,predicted_non_grid_rule
69ac018cd9ad5d97847a2d43,no_grid,no_grid,no_grid,manual_label
69ac01c8d9ad5d97847a2d45,no_grid,,no_grid,predicted_non_grid_rule
69ac024bd9ad5d97847a2d47,no_grid,,no_grid,predicted_non_grid_rule
69ac02ead9ad5d97847a2d49,no_grid,,no_grid,predicted_non_grid_rule
69ac0304d9ad5d97847a2d4b,no_grid,,no_grid,predicted_non_grid_rule
69ac036ed9ad5d97847a2d4d,uncertain,,no_grid,predicted_non_grid_rule
69ac0560d9ad5d97847a2d4f,no_grid,,no_grid,predicted_non_grid_rule
69ac4b70d9ad5d97847a2d53,grid,,grid,predicted_grid
69ac4da5d9ad5d97847a2d55,grid,,grid,predicted_grid
69ac50a9d9ad5d97847a2d57,grid,,grid,predicted_grid
69ac51a7d9ad5d97847a2d59,grid,,grid,predicted_grid
69ac569ed9ad5d97847a2d5b,uncertain,,no_grid,predicted_non_grid_rule
69ac7a49d9ad5d97847a2d60,no_grid,,no_grid,predicted_non_grid_rule
69ac7b46d9ad5d97847a2d63,uncertain,,no_grid,predicted_non_grid_rule
69ac8321d9ad5d97847a2d66,grid,,grid,predicted_grid
69ac83e4d9ad5d97847a2d69,uncertain,,no_grid,predicted_non_grid_rule
69ac8461d9ad5d97847a2d6c,uncertain,,no_grid,predicted_non_grid_rule
69ac84ecd9ad5d97847a2d6f,uncertain,,no_grid,predicted_non_grid_rule
69ac854fd9ad5d97847a2d72,uncertain,,no_grid,predicted_non_grid_rule
69ac85fed9ad5d97847a2d75,no_grid,,no_grid,predicted_non_grid_rule
69ac8664d9ad5d97847a2d78,grid,,grid,predicted_grid
69ac86b9d9ad5d97847a2d7b,grid,,grid,predicted_grid
69ac86fad9ad5d97847a2d7e,grid,,grid,predicted_grid
69ac872ed9ad5d97847a2d81,no_grid,,no_grid,predicted_non_grid_rule
69ac88bed9ad5d97847a2d84,no_grid,,no_grid,predicted_non_grid_rule
69ac8942d9ad5d97847a2d87,uncertain,,no_grid,predicted_non_grid_rule
69ac8a56d9ad5d97847a2d8a,grid,,grid,predicted_grid
69ac8bfdd9ad5d97847a2d8d,uncertain,,no_grid,predicted_non_grid_rule
69ac8d49d9ad5d97847a2d90,grid,,grid,predicted_grid
69ac92a5d9ad5d97847a2d93,no_grid,,no_grid,predicted_non_grid_rule
69ac93bfd9ad5d97847a2d99,no_grid,,no_grid,predicted_non_grid_rule
69ac9465d9ad5d97847a2d9c,no_grid,,no_grid,predicted_non_grid_rule
69ac94ded9ad5d97847a2d9f,no_grid,,no_grid,predicted_non_grid_rule
69ac97cbd9ad5d97847a2daa,uncertain,,no_grid,predicted_non_grid_rule
69ac985dd9ad5d97847a2dad,uncertain,,no_grid,predicted_non_grid_rule
69aca5e4d9ad5d97847a2db1,uncertain,,no_grid,predicted_non_grid_rule
69ada929d9ad5d97847a2db5,no_grid,,no_grid,predicted_non_grid_rule
69add324d9ad5d97847a2dba,no_grid,,no_grid,predicted_non_grid_rule
69aea07bd9ad5d97847a2dbf,uncertain,,no_grid,predicted_non_grid_rule
69aea2b2d9ad5d97847a2dc2,uncertain,,no_grid,predicted_non_grid_rule
69aea6e6d9ad5d97847a2dc4,grid,,grid,predicted_grid
69aec57ed9ad5d97847a2dc8,no_grid,,no_grid,predicted_non_grid_rule
69aec5f7d9ad5d97847a2dca,no_grid,,no_grid,predicted_non_grid_rule
69aec767d9ad5d97847a2dcd,uncertain,,no_grid,predicted_non_grid_rule
69aec880d9ad5d97847a2dd0,no_grid,,no_grid,predicted_non_grid_rule
69aec905d9ad5d97847a2dd3,uncertain,,no_grid,predicted_non_grid_rule
69aec99fd9ad5d97847a2dd7,uncertain,,no_grid,predicted_non_grid_rule
69af0257d9ad5d97847a2ddc,grid,,grid,predicted_grid
69af02cdd9ad5d97847a2ddf,grid,,grid,predicted_grid
69af17a1d9ad5d97847a2de5,grid,,grid,predicted_grid
69af1b12d9ad5d97847a2de8,grid,,grid,predicted_grid
69af1e10d9ad5d97847a2deb,grid,,grid,predicted_grid
69afde90d9ad5d97847a2df0,grid,,grid,predicted_grid
69afe019d9ad5d97847a2df3,uncertain,,no_grid,predicted_non_grid_rule
69b002ead9ad5d97847a2df7,uncertain,,no_grid,predicted_non_grid_rule
69b00375d9ad5d97847a2dfa,grid,,grid,predicted_grid
69b00c93d9ad5d97847a2dfc,grid,,grid,predicted_grid
69b00d10d9ad5d97847a2dfe,grid,,grid,predicted_grid
69b03de3d9ad5d97847a2e02,grid,,grid,predicted_grid
69b03e4dd9ad5d97847a2e05,grid,,grid,predicted_grid
69b04149d9ad5d97847a2e08,grid,,grid,predicted_grid
69b04201d9ad5d97847a2e0a,grid,,grid,predicted_grid
69b04253d9ad5d97847a2e0c,grid,,grid,predicted_grid
69b04322d9ad5d97847a2e0f,grid,,grid,predicted_grid
69b0541ad9ad5d97847a2e11,grid,,grid,predicted_grid
69b054aad9ad5d97847a2e14,grid,,grid,predicted_grid
69b074bdd9ad5d97847a2e16,grid,,grid,predicted_grid
69b07824d9ad5d97847a2e19,grid,grid,grid,manual_label
69b07951d9ad5d97847a2e1c,grid,grid,grid,manual_label
69b07f51d9ad5d97847a2e1e,grid,,grid,predicted_grid
69b08012d9ad5d97847a2e21,grid,,grid,predicted_grid
69b086e2d9ad5d97847a2e24,grid,,grid,predicted_grid
69b0876ad9ad5d97847a2e27,grid,,grid,predicted_grid
69b08815d9ad5d97847a2e2a,grid,,grid,predicted_grid
69b0887cd9ad5d97847a2e2d,grid,,grid,predicted_grid
69b1255fd9ad5d97847a2e30,grid,,grid,predicted_grid
69b1265fd9ad5d97847a2e32,grid,,grid,predicted_grid
69b1268fd9ad5d97847a2e34,grid,,grid,predicted_grid
69b126c5d9ad5d97847a2e36,grid,,grid,predicted_grid
69b12754d9ad5d97847a2e38,grid,,grid,predicted_grid
69b12788d9ad5d97847a2e3a,grid,,grid,predicted_grid
69b12a23d9ad5d97847a2e3c,grid,,grid,predicted_grid
69b12ed6d9ad5d97847a2e3e,grid,grid,grid,manual_label
69b12f52d9ad5d97847a2e40,grid,,grid,predicted_grid
69b131b9d9ad5d97847a2e42,grid,,grid,predicted_grid
69b13386d9ad5d97847a2e45,grid,,grid,predicted_grid
69b136d8d9ad5d97847a2e48,grid,,grid,predicted_grid
69b13ac2d9ad5d97847a2e4b,grid,,grid,predicted_grid
69b13adad9ad5d97847a2e4d,grid,,grid,predicted_grid
69b13d0dd9ad5d97847a2e4f,grid,,grid,predicted_grid
69b13dded9ad5d97847a2e51,grid,,grid,predicted_grid
69b13e12d9ad5d97847a2e54,grid,,grid,predicted_grid
69b1414ed9ad5d97847a2e56,grid,,grid,predicted_grid
69b14189d9ad5d97847a2e58,grid,,grid,predicted_grid
69b141d6d9ad5d97847a2e5a,grid,,grid,predicted_grid
69b1421ed9ad5d97847a2e5c,grid,,grid,predicted_grid
69b1425dd9ad5d97847a2e5e,grid,,grid,predicted_grid
69b14285d9ad5d97847a2e60,grid,,grid,predicted_grid
69b142b2d9ad5d97847a2e62,grid,,grid,predicted_grid
69b142f5d9ad5d97847a2e64,grid,,grid,predicted_grid
69b14371d9ad5d97847a2e66,grid,,grid,predicted_grid
69b145d1d9ad5d97847a2e68,grid,,grid,predicted_grid
69b14717d9ad5d97847a2e6b,uncertain,,no_grid,predicted_non_grid_rule
69b15e92d9ad5d97847a2e6d,grid,,grid,predicted_grid
69b16ae2d9ad5d97847a2e72,grid,,grid,predicted_grid
69b1718bd9ad5d97847a2e75,grid,,grid,predicted_grid
69b179bbd9ad5d97847a2e77,grid,,grid,predicted_grid
69b183b3d9ad5d97847a2e7a,grid,,grid,predicted_grid
69b1855cd9ad5d97847a2e7d,grid,,grid,predicted_grid
69b18632d9ad5d97847a2e7f,grid,,grid,predicted_grid
69b189bdd9ad5d97847a2e81,grid,,grid,predicted_grid
69b18d49d9ad5d97847a2e84,grid,,grid,predicted_grid
69b18e28d9ad5d97847a2e87,grid,,grid,predicted_grid
69b18eddd9ad5d97847a2e8a,grid,grid,grid,manual_label
69b18fe1d9ad5d97847a2e8c,grid,,grid,predicted_grid
69b19040d9ad5d97847a2e8f,no_grid,,no_grid,predicted_non_grid_rule
69b19078d9ad5d97847a2e96,grid,grid,grid,manual_label
69b190fbd9ad5d97847a2e9a,grid,,grid,predicted_grid
69b190ffd9ad5d97847a2e9c,grid,,grid,predicted_grid
69b19112d9ad5d97847a2e9e,grid,,grid,predicted_grid
69b1917dd9ad5d97847a2ea0,grid,,grid,predicted_grid
69b19215d9ad5d97847a2ea3,grid,grid,grid,manual_label
69b19262d9ad5d97847a2ea5,no_grid,,no_grid,predicted_non_grid_rule
69b19267d9ad5d97847a2ea7,grid,,grid,predicted_grid
69b1936fd9ad5d97847a2ea9,uncertain,,no_grid,predicted_non_grid_rule
69b1940ed9ad5d97847a2eac,grid,,grid,predicted_grid
69b19462d9ad5d97847a2eaf,grid,,grid,predicted_grid
69b194abd9ad5d97847a2eb1,grid,,grid,predicted_grid
69b194e5d9ad5d97847a2eb3,grid,,grid,predicted_grid
69b19507d9ad5d97847a2eb5,grid,grid,grid,manual_label
69b195a4d9ad5d97847a2eb8,grid,grid,grid,manual_label
69b195dcd9ad5d97847a2eba,grid,,grid,predicted_grid
69b19650d9ad5d97847a2ebc,grid,,grid,predicted_grid
69b196c4d9ad5d97847a2ec0,grid,,grid,predicted_grid
69b196dfd9ad5d97847a2ec2,grid,grid,grid,manual_label
69b196ecd9ad5d97847a2ec4,grid,,grid,predicted_grid
